booking_id,rating_score
796b98fdf73dbeba33a548910a1c6147,4.266364719297425
b201a9f2ecdecbb34bed034bf9e4b658,4.35888435267155
97b385a9be170737859d3511b658677c,4.481662763344976
366873cd26c5724d1dcb18dcdf73be66,3.83654432321728
c3a2e87348811bcfdf22be48aa0d2dce,4.0536856100185155
e34e3adac22f376954e19b39dc31a859,4.387574213588602
c970e84273583ab523dfafd09b9c214a,4.14224256327272
728760088589c62129b9bf720beb4ab3,4.6086491884830085
a68e72324eeb25c7de974696ee2cdf9a,4.466727795163167
83743b6f9991dbfa3fbe51478e7e277a,4.364065562854305
7d3d5f0d6661be3aad1786583174fbe3,1.6830326583766644
ac7586cc5a6ac8f58ca9953b2f0b1665,4.192361077102159
67142c627497b60a7e0228a4fc44d788,4.473067655537678
7dba7a6928ba2f02457c9956750739a4,4.406667086527144
f887088ffd686e1d5e79832b7cb59ac6,4.475108965438514
752d338431dc68d464a59a15e4b6085c,4.39657335448349
fe19bec35f1d3bb7ee68b3cbc68e4cd1,3.9529276331311816
3a9292fbc22a8b7dff752bbcd378ba3f,4.527161851367605
a79f20d4bfc0146f4b6668e55ca79d04,3.5954283375711094
3b3724ac4bd3c9a397e23c04db86e349,3.7602172271449175
bc654f3c4e317b055681dff93c314f50,1.1317745983566148
31e8d26b658306256e3ce34880965956,1.4715353528528274
37470a2f562a2dc0bc74dd7c186ebe39,4.592370535081091
2366b4b96bc15737f6f3a9c397a2fa5a,4.319971884809896
96071dad8a242f26b230f1a36784e5c6,4.390206098663135
becb67c5b88487a44ab3271f5ebce80c,4.080301869766667
a0460d29287476613282c5edeff15e09,4.459837947781683
7261c98fb2e01f33beadfa48852c9342,4.308870928529118
89574614894bca78acf5548df2c6e5f0,3.665828457953156
2f5cdf1b5efff32a4653fb155b489765,4.313126794926292
98f72d4fcdca3c6e27089f1b26c4ac99,4.105004634343828
4899aac432d80d8e580932b5ee98a942,4.391134925386785
60919256a958a3633e104071960e6af9,4.439388323294597
fbf6aac4b01a28dee1e076acc2625362,3.9580257894655904
b80066a8ee3a4b7a2094f4b32a4cdfc1,4.383713652671621
fbd37484e8d8c23448f113b5801524a8,4.414876616754047
93294536f03737a8a679071251fe3b34,3.793933859342976
