booking_id,rating_score
796b98fdf73dbeba33a548910a1c6147,4.2430010958451385
b201a9f2ecdecbb34bed034bf9e4b658,4.3375746089516785
97b385a9be170737859d3511b658677c,4.48168186313239
366873cd26c5724d1dcb18dcdf73be66,3.9687853105680237
c3a2e87348811bcfdf22be48aa0d2dce,4.07683656647415
e34e3adac22f376954e19b39dc31a859,4.488004241882762
c970e84273583ab523dfafd09b9c214a,4.354850656097764
728760088589c62129b9bf720beb4ab3,4.440370733731599
a68e72324eeb25c7de974696ee2cdf9a,4.475553089897602
83743b6f9991dbfa3fbe51478e7e277a,4.445106114013772
7d3d5f0d6661be3aad1786583174fbe3,1.7253549017279484
ac7586cc5a6ac8f58ca9953b2f0b1665,4.062269950799992
67142c627497b60a7e0228a4fc44d788,4.462760162153742
7dba7a6928ba2f02457c9956750739a4,4.392815386060136
f887088ffd686e1d5e79832b7cb59ac6,4.434166891143131
752d338431dc68d464a59a15e4b6085c,4.33624874968159
fe19bec35f1d3bb7ee68b3cbc68e4cd1,4.141114246308824
3a9292fbc22a8b7dff752bbcd378ba3f,4.362833676929688
a79f20d4bfc0146f4b6668e55ca79d04,3.7233210583653404
3b3724ac4bd3c9a397e23c04db86e349,3.71187605859983
bc654f3c4e317b055681dff93c314f50,1.6047991265125283
31e8d26b658306256e3ce34880965956,1.5296146758202782
37470a2f562a2dc0bc74dd7c186ebe39,4.30164635303034
2366b4b96bc15737f6f3a9c397a2fa5a,4.380428345313402
96071dad8a242f26b230f1a36784e5c6,4.49670133185883
becb67c5b88487a44ab3271f5ebce80c,4.407274774598049
a0460d29287476613282c5edeff15e09,4.394812080562464
7261c98fb2e01f33beadfa48852c9342,4.245725216929563
89574614894bca78acf5548df2c6e5f0,3.7418479537706655
2f5cdf1b5efff32a4653fb155b489765,4.292369692508454
98f72d4fcdca3c6e27089f1b26c4ac99,3.935511182882381
4899aac432d80d8e580932b5ee98a942,4.272333983860664
60919256a958a3633e104071960e6af9,4.425261140700441
fbf6aac4b01a28dee1e076acc2625362,3.9409069305593896
b80066a8ee3a4b7a2094f4b32a4cdfc1,4.3244185883701975
fbd37484e8d8c23448f113b5801524a8,4.401557422251349
93294536f03737a8a679071251fe3b34,3.806362525653695
f02bfaa783bd76842dbe29ac05114800,4.366104040372832
4f3dcd52e63db7d045f64ff87188034c,4.345597375585325
b8cdd7b83e35a4243d81f7997e11582e,3.412912868861921
fe4e984d9879013b9ecbb25db72b9d86,4.382842752982214
b47392f4a3685d56bada1341cb83bbf1,3.6537113091722686
21cc23017f1c007a6712b2964eb001b5,4.323661015001964
f006b9b9440d1aa37d89c89446d2d651,4.192621211554864
d0efa436e072d5328ecd904a4a90b081,4.270169418502773
cccf5ec8135e3b05efc71461665389f0,4.266799381651724
3d34a8e4ef91b2e7d9500694cf41bc5a,4.281055613086029
a154d36f6dad2084cbde2e2c1f923bfd,3.730903847844554
3ee95eb55c4fa513cc606582c5d9ec89,4.310258001966073
86b42f213c9e6b8ccccedb8996b947c9,1.5972536256272425
ce180035acd26a2d8eae7ed1923ef9c8,4.500930583876766
d956067338873d414158d09705402bc1,2.6707042219773944
98ca3892d88dd39842fc3f6f0d22f1ac,4.534834385483749
a689621ab21ef200b55a5b8db8702f50,4.393819334740074
99c7aba5db1566db11660a2a14f7f38d,4.475289770463416
edc8c599aaa16f9b9e991efb80193a99,4.5585455297968505
abb2044dbb28bbdd9aa470e4e8af04e5,3.9036675508428327
22ba2f78168443e6f729e748681601df,4.338673595289029
b6b5cb480d65416e26e2528d2507eba0,3.55845152366097
